,timeline,x,y
0,19:59:58,967131.4845316221,1935339.3211357116
1,19:59:58,967131.4845316221,1935339.3211357116
2,19:59:58,967131.4845316221,1935339.3211357116
3,19:59:59,967131.4860496751,1935339.3211598916
4,19:59:59,967131.605439092,1935339.3230616197
5,19:59:59,967131.9968141342,1935339.3292766751
6,20:00:00,967132.542892137,1935339.321441468
7,20:00:00,967133.2304791927,1935339.2576515002
8,20:00:00,967133.9528994649,1935339.1967505342
9,20:00:01,967134.6343327004,1935339.1393043417
10,20:00:01,967135.3952479734,1935339.0751339379
11,20:00:02,967136.0762598695,1935339.0177039183
12,20:00:02,967136.7972909561,1935338.9569028707
13,20:00:02,967137.5183256246,1935338.8960942528
14,20:00:03,967138.239360203,1935338.8352894476
15,20:00:03,967138.9203358783,1935338.7778664774
16,20:00:03,967139.6413701623,1935338.717061663
17,20:00:04,967140.4024598951,1935338.6528787764
18,20:00:04,967141.0688275438,1935338.5746276735
19,20:00:04,967141.8262305376,1935338.473260864
20,20:00:05,967142.5428626178,1935338.3777932173
21,20:00:05,967143.2204089338,1935338.2875154682
22,20:00:06,967143.9774924377,1935338.1866622674
23,20:00:06,967144.6548963479,1935338.0964356484
24,20:00:06,967145.3721526009,1935338.0009016604
25,20:00:07,967146.0495541329,1935337.9106749974
26,20:00:07,967146.7269575745,1935337.8204483683
27,20:00:07,967147.4442042946,1935337.724914226
28,20:00:08,967148.1614519692,1935337.6293800978
29,20:00:08,967148.8388525563,1935337.5391534215
30,20:00:08,967149.5959473288,1935337.438311838
31,20:00:09,967150.2733479183,1935337.3480851639
32,20:00:09,967151.0304426943,1935337.247243579
33,20:00:09,967151.747690379,1935337.1517094465
34,20:00:10,967152.4649380657,1935337.0561753183
35,20:00:10,967153.1423386622,1935336.9659486362
36,20:00:10,967153.8994334453,1935336.8651070544
37,20:00:11,967154.5637946242,1935336.8035787567
38,20:00:11,967155.2815575385,1935336.8565955635
39,20:00:12,967155.9668424213,1935336.9144117075
40,20:00:12,967156.7204405345,1935336.9878357856
41,20:00:12,967157.4014061583,1935337.0576200222
42,20:00:13,967158.0740564931,1935337.1393087038
43,20:00:13,967158.7926530004,1935337.2261915961
44,20:00:13,967159.4855438031,1935337.35363089
45,20:00:14,967160.2291216559,1935337.4545313972
46,20:00:14,967160.9378197815,1935337.5626758856
47,20:00:14,967161.6514397868,1935337.6765701459
48,20:00:15,967162.3260623115,1935337.7825394666
49,20:00:15,967163.0806833062,1935337.900813076
50,20:00:16,967163.7955711832,1935338.0128091055
51,20:00:16,967164.5104377918,1935338.1248238666
52,20:00:16,967165.1458781584,1935338.224406161
53,20:00:17,967165.9401761788,1935338.3488877988
54,20:00:17,967166.6153295483,1935338.4546939512
55,20:00:17,967167.0002700401,1935338.515258582
56,20:00:18,967166.9985302939,1935338.515055422
57,20:00:18,967167.2017060722,1935338.546911805
58,20:00:18,967167.5504902991,1935338.6015990903
59,20:00:19,967167.5760831215,1935338.6057215591
60,20:00:19,967167.5792389626,1935338.6062142476
61,20:00:19,967167.5782765201,1935338.6060577992
62,20:00:20,967167.578430642,1935338.6060793241
63,20:00:20,967167.5784115767,1935338.606079019
64,20:00:21,967167.578407765,1935338.6060789616
65,20:00:21,967167.5784096697,1935338.6060789898
